Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
MCX,mcx_fo,CRUDEOIL,243402,OPTFUT,CE,7800,CRUDEOIL22SEP7800CE,CRUDEOIL22SEP7800CE,CRUDEOIL 15SEP22 7800 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243403,OPTFUT,PE,7800,CRUDEOIL22SEP7800PE,CRUDEOIL22SEP7800PE,CRUDEOIL 15SEP22 7800 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243404,OPTFUT,CE,7850,CRUDEOIL22SEP7850CE,CRUDEOIL22SEP7850CE,CRUDEOIL 15SEP22 7850 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243405,OPTFUT,PE,7850,CRUDEOIL22SEP7850PE,CRUDEOIL22SEP7850PE,CRUDEOIL 15SEP22 7850 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243406,OPTFUT,CE,7900,CRUDEOIL22SEP7900CE,CRUDEOIL22SEP7900CE,CRUDEOIL 15SEP22 7900 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243407,OPTFUT,PE,7900,CRUDEOIL22SEP7900PE,CRUDEOIL22SEP7900PE,CRUDEOIL 15SEP22 7900 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243408,OPTFUT,CE,7950,CRUDEOIL22SEP7950CE,CRUDEOIL22SEP7950CE,CRUDEOIL 15SEP22 7950 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243409,OPTFUT,PE,7950,CRUDEOIL22SEP7950PE,CRUDEOIL22SEP7950PE,CRUDEOIL 15SEP22 7950 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243410,OPTFUT,CE,8000,CRUDEOIL22SEP8000CE,CRUDEOIL22SEP8000CE,CRUDEOIL 15SEP22 8000 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243411,OPTFUT,PE,8000,CRUDEOIL22SEP8000PE,CRUDEOIL22SEP8000PE,CRUDEOIL 15SEP22 8000 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243412,OPTFUT,CE,8050,CRUDEOIL22SEP8050CE,CRUDEOIL22SEP8050CE,CRUDEOIL 15SEP22 8050 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243413,OPTFUT,PE,8050,CRUDEOIL22SEP8050PE,CRUDEOIL22SEP8050PE,CRUDEOIL 15SEP22 8050 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243414,OPTFUT,CE,8100,CRUDEOIL22SEP8100CE,CRUDEOIL22SEP8100CE,CRUDEOIL 15SEP22 8100 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243415,OPTFUT,PE,8100,CRUDEOIL22SEP8100PE,CRUDEOIL22SEP8100PE,CRUDEOIL 15SEP22 8100 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243416,OPTFUT,CE,8150,CRUDEOIL22SEP8150CE,CRUDEOIL22SEP8150CE,CRUDEOIL 15SEP22 8150 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243417,OPTFUT,PE,8150,CRUDEOIL22SEP8150PE,CRUDEOIL22SEP8150PE,CRUDEOIL 15SEP22 8150 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243418,OPTFUT,CE,8200,CRUDEOIL22SEP8200CE,CRUDEOIL22SEP8200CE,CRUDEOIL 15SEP22 8200 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243419,OPTFUT,PE,8200,CRUDEOIL22SEP8200PE,CRUDEOIL22SEP8200PE,CRUDEOIL 15SEP22 8200 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243420,OPTFUT,CE,8250,CRUDEOIL22SEP8250CE,CRUDEOIL22SEP8250CE,CRUDEOIL 15SEP22 8250 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243421,OPTFUT,PE,8250,CRUDEOIL22SEP8250PE,CRUDEOIL22SEP8250PE,CRUDEOIL 15SEP22 8250 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243422,OPTFUT,CE,8300,CRUDEOIL22SEP8300CE,CRUDEOIL22SEP8300CE,CRUDEOIL 15SEP22 8300 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243423,OPTFUT,PE,8300,CRUDEOIL22SEP8300PE,CRUDEOIL22SEP8300PE,CRUDEOIL 15SEP22 8300 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243424,OPTFUT,CE,8350,CRUDEOIL22SEP8350CE,CRUDEOIL22SEP8350CE,CRUDEOIL 15SEP22 8350 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243425,OPTFUT,PE,8350,CRUDEOIL22SEP8350PE,CRUDEOIL22SEP8350PE,CRUDEOIL 15SEP22 8350 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243426,OPTFUT,CE,8400,CRUDEOIL22SEP8400CE,CRUDEOIL22SEP8400CE,CRUDEOIL 15SEP22 8400 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243427,OPTFUT,PE,8400,CRUDEOIL22SEP8400PE,CRUDEOIL22SEP8400PE,CRUDEOIL 15SEP22 8400 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243428,OPTFUT,CE,8450,CRUDEOIL22SEP8450CE,CRUDEOIL22SEP8450CE,CRUDEOIL 15SEP22 8450 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243429,OPTFUT,PE,8450,CRUDEOIL22SEP8450PE,CRUDEOIL22SEP8450PE,CRUDEOIL 15SEP22 8450 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243430,OPTFUT,CE,8500,CRUDEOIL22SEP8500CE,CRUDEOIL22SEP8500CE,CRUDEOIL 15SEP22 8500 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243431,OPTFUT,PE,8500,CRUDEOIL22SEP8500PE,CRUDEOIL22SEP8500PE,CRUDEOIL 15SEP22 8500 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243432,OPTFUT,CE,8550,CRUDEOIL22SEP8550CE,CRUDEOIL22SEP8550CE,CRUDEOIL 15SEP22 8550 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243433,OPTFUT,PE,8550,CRUDEOIL22SEP8550PE,CRUDEOIL22SEP8550PE,CRUDEOIL 15SEP22 8550 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243434,OPTFUT,CE,8600,CRUDEOIL22SEP8600CE,CRUDEOIL22SEP8600CE,CRUDEOIL 15SEP22 8600 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243435,OPTFUT,PE,8600,CRUDEOIL22SEP8600PE,CRUDEOIL22SEP8600PE,CRUDEOIL 15SEP22 8600 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243436,OPTFUT,CE,8650,CRUDEOIL22SEP8650CE,CRUDEOIL22SEP8650CE,CRUDEOIL 15SEP22 8650 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243437,OPTFUT,PE,8650,CRUDEOIL22SEP8650PE,CRUDEOIL22SEP8650PE,CRUDEOIL 15SEP22 8650 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243438,OPTFUT,CE,8700,CRUDEOIL22SEP8700CE,CRUDEOIL22SEP8700CE,CRUDEOIL 15SEP22 8700 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243439,OPTFUT,PE,8700,CRUDEOIL22SEP8700PE,CRUDEOIL22SEP8700PE,CRUDEOIL 15SEP22 8700 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243440,OPTFUT,CE,8750,CRUDEOIL22SEP8750CE,CRUDEOIL22SEP8750CE,CRUDEOIL 15SEP22 8750 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243441,OPTFUT,PE,8750,CRUDEOIL22SEP8750PE,CRUDEOIL22SEP8750PE,CRUDEOIL 15SEP22 8750 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243442,OPTFUT,CE,8800,CRUDEOIL22SEP8800CE,CRUDEOIL22SEP8800CE,CRUDEOIL 15SEP22 8800 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243443,OPTFUT,PE,8800,CRUDEOIL22SEP8800PE,CRUDEOIL22SEP8800PE,CRUDEOIL 15SEP22 8800 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243444,OPTFUT,CE,8850,CRUDEOIL22SEP8850CE,CRUDEOIL22SEP8850CE,CRUDEOIL 15SEP22 8850 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243445,OPTFUT,PE,8850,CRUDEOIL22SEP8850PE,CRUDEOIL22SEP8850PE,CRUDEOIL 15SEP22 8850 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243446,OPTFUT,CE,8900,CRUDEOIL22SEP8900CE,CRUDEOIL22SEP8900CE,CRUDEOIL 15SEP22 8900 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243447,OPTFUT,PE,8900,CRUDEOIL22SEP8900PE,CRUDEOIL22SEP8900PE,CRUDEOIL 15SEP22 8900 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243448,OPTFUT,CE,8950,CRUDEOIL22SEP8950CE,CRUDEOIL22SEP8950CE,CRUDEOIL 15SEP22 8950 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243449,OPTFUT,PE,8950,CRUDEOIL22SEP8950PE,CRUDEOIL22SEP8950PE,CRUDEOIL 15SEP22 8950 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243450,OPTFUT,CE,9000,CRUDEOIL22SEP9000CE,CRUDEOIL22SEP9000CE,CRUDEOIL 15SEP22 9000 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243451,OPTFUT,PE,9000,CRUDEOIL22SEP9000PE,CRUDEOIL22SEP9000PE,CRUDEOIL 15SEP22 9000 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243452,OPTFUT,CE,9050,CRUDEOIL22SEP9050CE,CRUDEOIL22SEP9050CE,CRUDEOIL 15SEP22 9050 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243453,OPTFUT,PE,9050,CRUDEOIL22SEP9050PE,CRUDEOIL22SEP9050PE,CRUDEOIL 15SEP22 9050 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243454,OPTFUT,CE,9100,CRUDEOIL22SEP9100CE,CRUDEOIL22SEP9100CE,CRUDEOIL 15SEP22 9100 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243455,OPTFUT,PE,9100,CRUDEOIL22SEP9100PE,CRUDEOIL22SEP9100PE,CRUDEOIL 15SEP22 9100 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243456,OPTFUT,CE,9150,CRUDEOIL22SEP9150CE,CRUDEOIL22SEP9150CE,CRUDEOIL 15SEP22 9150 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243457,OPTFUT,PE,9150,CRUDEOIL22SEP9150PE,CRUDEOIL22SEP9150PE,CRUDEOIL 15SEP22 9150 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243458,OPTFUT,CE,9200,CRUDEOIL22SEP9200CE,CRUDEOIL22SEP9200CE,CRUDEOIL 15SEP22 9200 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243459,OPTFUT,PE,9200,CRUDEOIL22SEP9200PE,CRUDEOIL22SEP9200PE,CRUDEOIL 15SEP22 9200 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243460,OPTFUT,CE,9250,CRUDEOIL22SEP9250CE,CRUDEOIL22SEP9250CE,CRUDEOIL 15SEP22 9250 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243461,OPTFUT,PE,9250,CRUDEOIL22SEP9250PE,CRUDEOIL22SEP9250PE,CRUDEOIL 15SEP22 9250 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243462,OPTFUT,CE,9300,CRUDEOIL22SEP9300CE,CRUDEOIL22SEP9300CE,CRUDEOIL 15SEP22 9300 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243463,OPTFUT,PE,9300,CRUDEOIL22SEP9300PE,CRUDEOIL22SEP9300PE,CRUDEOIL 15SEP22 9300 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243464,OPTFUT,CE,9350,CRUDEOIL22SEP9350CE,CRUDEOIL22SEP9350CE,CRUDEOIL 15SEP22 9350 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243465,OPTFUT,PE,9350,CRUDEOIL22SEP9350PE,CRUDEOIL22SEP9350PE,CRUDEOIL 15SEP22 9350 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243466,OPTFUT,CE,9400,CRUDEOIL22SEP9400CE,CRUDEOIL22SEP9400CE,CRUDEOIL 15SEP22 9400 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243467,OPTFUT,PE,9400,CRUDEOIL22SEP9400PE,CRUDEOIL22SEP9400PE,CRUDEOIL 15SEP22 9400 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243468,OPTFUT,CE,9450,CRUDEOIL22SEP9450CE,CRUDEOIL22SEP9450CE,CRUDEOIL 15SEP22 9450 CE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243469,OPTFUT,PE,9450,CRUDEOIL22SEP9450PE,CRUDEOIL22SEP9450PE,CRUDEOIL 15SEP22 9450 PE,2022-09-15,100,0.1
MCX,mcx_fo,CRUDEOIL,243470,OPTFUT,CE,9500,CRUDEOIL22SEP9500CE,CRUDEOIL22SEP9500CE,CRUDEOIL 15SEP22 9500 CE,2022-09-15,100,0.1
MCX,mcx_fo,GOLDM,245678,OPTFUT,PE,54300,GOLDM22SEP54300PE,GOLDM22SEP54300PE,GOLDM 23SEP22 54300 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245679,OPTFUT,CE,54400,GOLDM22SEP54400CE,GOLDM22SEP54400CE,GOLDM 23SEP22 54400 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245680,OPTFUT,PE,54400,GOLDM22SEP54400PE,GOLDM22SEP54400PE,GOLDM 23SEP22 54400 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245681,OPTFUT,CE,54500,GOLDM22SEP54500CE,GOLDM22SEP54500CE,GOLDM 23SEP22 54500 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245682,OPTFUT,PE,54500,GOLDM22SEP54500PE,GOLDM22SEP54500PE,GOLDM 23SEP22 54500 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245683,OPTFUT,CE,54600,GOLDM22SEP54600CE,GOLDM22SEP54600CE,GOLDM 23SEP22 54600 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245684,OPTFUT,PE,54600,GOLDM22SEP54600PE,GOLDM22SEP54600PE,GOLDM 23SEP22 54600 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245816,OPTFUT,CE,54700,GOLDM22SEP54700CE,GOLDM22SEP54700CE,GOLDM 23SEP22 54700 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245817,OPTFUT,PE,54700,GOLDM22SEP54700PE,GOLDM22SEP54700PE,GOLDM 23SEP22 54700 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245818,OPTFUT,CE,54800,GOLDM22SEP54800CE,GOLDM22SEP54800CE,GOLDM 23SEP22 54800 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245819,OPTFUT,PE,54800,GOLDM22SEP54800PE,GOLDM22SEP54800PE,GOLDM 23SEP22 54800 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245854,OPTFUT,CE,54900,GOLDM22SEP54900CE,GOLDM22SEP54900CE,GOLDM 23SEP22 54900 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245855,OPTFUT,PE,54900,GOLDM22SEP54900PE,GOLDM22SEP54900PE,GOLDM 23SEP22 54900 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245856,OPTFUT,CE,55000,GOLDM22SEP55000CE,GOLDM22SEP55000CE,GOLDM 23SEP22 55000 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245857,OPTFUT,PE,55000,GOLDM22SEP55000PE,GOLDM22SEP55000PE,GOLDM 23SEP22 55000 PE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245900,OPTFUT,CE,55100,GOLDM22SEP55100CE,GOLDM22SEP55100CE,GOLDM 23SEP22 55100 CE,2022-09-23,100,0.5
MCX,mcx_fo,GOLDM,245901,OPTFUT,PE,55100,GOLDM22SEP55100PE,GOLDM22SEP55100PE,GOLDM 23SEP22 55100 PE,2022-09-23,100,0.5
MCX,mcx_fo,GDMSEPOC22,244209,FUTCOM,,0,GDMSEPOC2222SEPFUT,GDMSEPOC2222SEPFUT,GDMSEPOC22 05SEP22 FUT,2022-09-05,100,1.0
MCX,mcx_fo,MCXMETLDEX,244570,FUTIDX,,0,MCXMETLDEX22OCTFUT,MCXMETLDEX22OCTFUT,MCXMETLDEX 19OCT22 FUT,2022-10-19,50,1.0
MCX,mcx_fo,SILVER,244731,FUTCOM,,0,SILVER23JULFUT,SILVER23JULFUT,SILVER 05JUL23 FUT,2023-07-05,30,1.0
MCX,mcx_fo,SILVERM,244732,FUTCOM,,0,SILVERM23JUNFUT,SILVERM23JUNFUT,SILVERM 30JUN23 FUT,2023-06-30,5,1.0
MCX,mcx_fo,SILVER,245245,OPTFUT,CE,52000,SILVER23JUN52000CE,SILVER23JUN52000CE,SILVER 26JUN23 52000 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,245246,OPTFUT,PE,52000,SILVER23JUN52000PE,SILVER23JUN52000PE,SILVER 26JUN23 52000 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,245247,OPTFUT,CE,52250,SILVER23JUN52250CE,SILVER23JUN52250CE,SILVER 26JUN23 52250 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,245248,OPTFUT,PE,52250,SILVER23JUN52250PE,SILVER23JUN52250PE,SILVER 26JUN23 52250 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,245249,OPTFUT,CE,52500,SILVER23JUN52500CE,SILVER23JUN52500CE,SILVER 26JUN23 52500 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,245250,OPTFUT,PE,52500,SILVER23JUN52500PE,SILVER23JUN52500PE,SILVER 26JUN23 52500 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244777,OPTFUT,CE,52750,SILVER23JUN52750CE,SILVER23JUN52750CE,SILVER 26JUN23 52750 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244778,OPTFUT,PE,52750,SILVER23JUN52750PE,SILVER23JUN52750PE,SILVER 26JUN23 52750 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244779,OPTFUT,CE,53000,SILVER23JUN53000CE,SILVER23JUN53000CE,SILVER 26JUN23 53000 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244780,OPTFUT,PE,53000,SILVER23JUN53000PE,SILVER23JUN53000PE,SILVER 26JUN23 53000 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244781,OPTFUT,CE,53250,SILVER23JUN53250CE,SILVER23JUN53250CE,SILVER 26JUN23 53250 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244782,OPTFUT,PE,53250,SILVER23JUN53250PE,SILVER23JUN53250PE,SILVER 26JUN23 53250 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244783,OPTFUT,CE,53500,SILVER23JUN53500CE,SILVER23JUN53500CE,SILVER 26JUN23 53500 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244784,OPTFUT,PE,53500,SILVER23JUN53500PE,SILVER23JUN53500PE,SILVER 26JUN23 53500 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244785,OPTFUT,CE,53750,SILVER23JUN53750CE,SILVER23JUN53750CE,SILVER 26JUN23 53750 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244786,OPTFUT,PE,53750,SILVER23JUN53750PE,SILVER23JUN53750PE,SILVER 26JUN23 53750 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244787,OPTFUT,CE,54000,SILVER23JUN54000CE,SILVER23JUN54000CE,SILVER 26JUN23 54000 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244788,OPTFUT,PE,54000,SILVER23JUN54000PE,SILVER23JUN54000PE,SILVER 26JUN23 54000 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244789,OPTFUT,CE,54250,SILVER23JUN54250CE,SILVER23JUN54250CE,SILVER 26JUN23 54250 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244790,OPTFUT,PE,54250,SILVER23JUN54250PE,SILVER23JUN54250PE,SILVER 26JUN23 54250 PE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244791,OPTFUT,CE,54500,SILVER23JUN54500CE,SILVER23JUN54500CE,SILVER 26JUN23 54500 CE,2023-06-26,30,0.5
MCX,mcx_fo,SILVER,244792,OPTFUT,PE,54500,SILVER23JUN54500PE,SILVER23JUN54500PE,SILVER 26JUN23 54500 PE,2023-06-26,30,0.5
MCX,mcx_fo,GOLD,243181,OPTFUT,PE,50500,GOLD23MAY50500PE,GOLD23MAY50500PE,GOLD 25MAY23 50500 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243182,OPTFUT,CE,50600,GOLD23MAY50600CE,GOLD23MAY50600CE,GOLD 25MAY23 50600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243183,OPTFUT,PE,50600,GOLD23MAY50600PE,GOLD23MAY50600PE,GOLD 25MAY23 50600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243184,OPTFUT,CE,50700,GOLD23MAY50700CE,GOLD23MAY50700CE,GOLD 25MAY23 50700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243185,OPTFUT,PE,50700,GOLD23MAY50700PE,GOLD23MAY50700PE,GOLD 25MAY23 50700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243186,OPTFUT,CE,50800,GOLD23MAY50800CE,GOLD23MAY50800CE,GOLD 25MAY23 50800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243187,OPTFUT,PE,50800,GOLD23MAY50800PE,GOLD23MAY50800PE,GOLD 25MAY23 50800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243188,OPTFUT,CE,50900,GOLD23MAY50900CE,GOLD23MAY50900CE,GOLD 25MAY23 50900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243189,OPTFUT,PE,50900,GOLD23MAY50900PE,GOLD23MAY50900PE,GOLD 25MAY23 50900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243190,OPTFUT,CE,51000,GOLD23MAY51000CE,GOLD23MAY51000CE,GOLD 25MAY23 51000 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243191,OPTFUT,PE,51000,GOLD23MAY51000PE,GOLD23MAY51000PE,GOLD 25MAY23 51000 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243192,OPTFUT,CE,51100,GOLD23MAY51100CE,GOLD23MAY51100CE,GOLD 25MAY23 51100 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243193,OPTFUT,PE,51100,GOLD23MAY51100PE,GOLD23MAY51100PE,GOLD 25MAY23 51100 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243194,OPTFUT,CE,51200,GOLD23MAY51200CE,GOLD23MAY51200CE,GOLD 25MAY23 51200 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243195,OPTFUT,PE,51200,GOLD23MAY51200PE,GOLD23MAY51200PE,GOLD 25MAY23 51200 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243196,OPTFUT,CE,51300,GOLD23MAY51300CE,GOLD23MAY51300CE,GOLD 25MAY23 51300 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243197,OPTFUT,PE,51300,GOLD23MAY51300PE,GOLD23MAY51300PE,GOLD 25MAY23 51300 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243198,OPTFUT,CE,51400,GOLD23MAY51400CE,GOLD23MAY51400CE,GOLD 25MAY23 51400 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243199,OPTFUT,PE,51400,GOLD23MAY51400PE,GOLD23MAY51400PE,GOLD 25MAY23 51400 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243200,OPTFUT,CE,51500,GOLD23MAY51500CE,GOLD23MAY51500CE,GOLD 25MAY23 51500 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243201,OPTFUT,PE,51500,GOLD23MAY51500PE,GOLD23MAY51500PE,GOLD 25MAY23 51500 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243202,OPTFUT,CE,51600,GOLD23MAY51600CE,GOLD23MAY51600CE,GOLD 25MAY23 51600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243203,OPTFUT,PE,51600,GOLD23MAY51600PE,GOLD23MAY51600PE,GOLD 25MAY23 51600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243204,OPTFUT,CE,51700,GOLD23MAY51700CE,GOLD23MAY51700CE,GOLD 25MAY23 51700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243205,OPTFUT,PE,51700,GOLD23MAY51700PE,GOLD23MAY51700PE,GOLD 25MAY23 51700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243206,OPTFUT,CE,51800,GOLD23MAY51800CE,GOLD23MAY51800CE,GOLD 25MAY23 51800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243207,OPTFUT,PE,51800,GOLD23MAY51800PE,GOLD23MAY51800PE,GOLD 25MAY23 51800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243208,OPTFUT,CE,51900,GOLD23MAY51900CE,GOLD23MAY51900CE,GOLD 25MAY23 51900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243209,OPTFUT,PE,51900,GOLD23MAY51900PE,GOLD23MAY51900PE,GOLD 25MAY23 51900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243210,OPTFUT,CE,52000,GOLD23MAY52000CE,GOLD23MAY52000CE,GOLD 25MAY23 52000 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243211,OPTFUT,PE,52000,GOLD23MAY52000PE,GOLD23MAY52000PE,GOLD 25MAY23 52000 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243212,OPTFUT,CE,52100,GOLD23MAY52100CE,GOLD23MAY52100CE,GOLD 25MAY23 52100 CE,2023-05-25,1,0.5
